age,gender,height_cm,weight_kg,activity_level,goal,diet_type,budget_rs,workout_time_min,daily_calories
28,0,176,60,4,1,1,162,64,1360.0
24,1,167,68,5,1,2,360,51,1408.75
18,1,173,57,1,2,1,220,27,1166.25
22,1,189,68,4,1,2,339,39,1556.25
22,1,156,70,3,2,1,206,15,1170.0
27,1,169,46,2,1,1,279,63,1186.25
21,0,176,60,3,2,1,115,49,1195.0
23,0,155,82,4,0,2,314,67,1673.75
24,0,176,90,1,0,0,176,66,1880.0
26,1,158,45,5,1,2,324,68,1112.5
18,0,180,93,4,2,1,192,61,1565.0
23,0,170,55,1,0,0,280,57,1497.5
24,0,175,79,4,0,0,273,34,1763.75
20,0,189,87,2,0,1,318,47,1951.25
25,0,162,73,3,0,2,242,30,1617.5
22,1,172,81,5,1,0,381,21,1580.0
26,0,169,61,1,2,0,358,84,1136.25
22,1,186,83,5,0,2,146,35,1887.5
26,1,177,86,5,1,2,104,50,1641.25
27,1,166,72,5,0,0,161,68,1627.5
21,1,177,73,1,0,2,183,33,1736.25
26,1,151,87,1,0,0,232,39,1688.75
22,0,174,47,5,0,1,162,81,1447.5
27,0,155,54,3,1,2,380,67,1173.75
26,1,160,86,4,2,0,143,89,1335.0
20,1,187,58,5,1,2,252,62,1453.75
21,1,155,56,2,1,2,369,56,1228.75
26,0,160,91,5,1,0,270,61,1580.0
27,1,163,86,1,0,1,255,56,1748.75
28,0,151,74,4,2,0,374,16,1143.75
23,1,189,76,2,0,2,119,20,1831.25
19,0,152,76,4,1,0,313,60,1415.0
24,1,184,86,4,0,2,178,80,1895.0
19,0,182,76,2,2,0,238,54,1402.5
28,1,173,70,5,2,1,197,72,1246.25
19,0,168,45,5,0,1,251,88,1405.0
28,0,167,86,5,1,1,297,47,1563.75
18,0,173,46,3,0,1,372,76,1451.25
28,0,184,61,5,1,0,255,26,1420.0
28,0,150,74,2,2,1,149,63,1137.5
29,0,185,83,3,0,0,327,19,1841.25
28,0,174,51,5,2,2,109,65,1057.5
20,1,183,71,3,1,2,248,83,1558.75
23,1,174,53,2,1,2,157,46,1307.5
25,1,165,66,5,0,1,261,63,1571.25
26,1,183,78,1,0,1,206,74,1798.75
24,1,178,90,2,0,1,388,60,1897.5
21,0,168,93,4,2,2,285,82,1475.0
23,0,172,45,4,1,2,145,55,1210.0
22,0,168,53,2,1,2,228,81,1270.0
25,0,174,64,4,2,2,186,27,1202.5
18,0,165,63,2,0,0,348,32,1571.25
18,1,158,80,1,0,0,356,65,1702.5
28,1,150,84,2,2,1,376,50,1242.5
23,1,168,89,5,1,1,377,48,1630.0
27,1,182,48,5,1,2,103,26,1287.5
29,0,183,53,3,1,0,164,19,1328.75
19,0,165,85,4,1,0,301,62,1586.25
22,0,189,66,4,2,1,162,54,1331.25
18,1,167,62,2,1,0,242,27,1378.75
24,0,183,56,4,2,1,343,40,1183.75
18,1,174,86,5,0,2,391,28,1862.5
21,0,155,87,1,2,2,384,25,1333.75
26,0,170,83,2,1,1,279,52,1562.5
18,1,155,53,4,0,2,273,71,1413.75
21,0,181,50,5,2,2,210,36,1126.25
23,0,188,63,3,2,0,274,30,1290.0
23,1,180,92,4,2,0,252,43,1535.0
29,0,159,91,1,0,0,316,16,1758.75
25,1,179,51,1,2,0,396,68,1108.75
18,0,167,60,4,1,0,339,16,1353.75
24,0,173,49,4,0,1,325,17,1451.25
18,0,158,60,5,0,1,285,70,1497.5
24,0,180,45,4,2,0,147,86,1055.0
20,0,164,81,3,1,2,307,25,1535.0
28,0,153,83,5,0,2,256,46,1646.25
25,0,189,63,2,2,1,324,18,1286.25
20,0,158,81,3,1,1,243,23,1497.5
18,1,158,61,5,2,1,210,70,1112.5
25,1,175,70,5,2,2,231,30,1273.75
20,0,153,66,1,0,1,212,85,1516.25
19,0,166,52,5,0,2,188,24,1462.5
18,1,165,77,3,2,1,260,50,1316.25
20,0,164,46,4,0,2,174,38,1385.0
19,0,184,74,3,0,1,380,78,1795.0
19,1,154,91,2,1,1,106,70,1582.5
23,0,154,64,5,1,2,212,36,1287.5
29,0,169,62,5,2,1,135,66,1131.25
18,1,164,87,5,2,0,365,64,1410.0
19,0,167,54,5,2,2,212,61,1088.75
23,0,151,68,1,2,1,391,37,1108.75
20,1,178,48,1,1,2,322,33,1297.5
21,0,162,81,4,0,1,310,66,1717.5
18,1,153,48,5,1,0,117,48,1151.25
25,0,159,57,2,2,1,340,43,1038.75
24,0,180,69,4,2,1,233,75,1295.0
24,1,157,57,5,1,0,319,49,1236.25
20,1,152,62,1,1,2,201,19,1275.0
27,0,158,68,2,2,1,239,21,1132.5
27,1,179,46,4,0,1,268,55,1448.75
20,1,160,92,2,2,0,290,16,1425.0
19,0,184,77,5,1,2,124,24,1625.0
29,0,186,63,3,2,2,132,58,1247.5
18,0,162,53,2,2,0,105,84,1052.5
24,1,185,72,2,0,0,293,49,1761.25
24,1,162,79,1,2,1,329,76,1287.5
29,1,161,83,5,2,0,236,88,1296.25
19,1,186,54,2,2,0,315,87,1212.5
24,0,159,45,5,1,0,282,34,1123.75
25,1,158,86,1,1,2,267,49,1527.5
18,0,156,65,5,0,0,381,51,1535.0
26,1,151,53,1,2,1,137,86,948.75
24,0,172,91,1,1,1,262,68,1665.0
20,0,188,59,4,0,1,241,42,1665.0
25,0,189,79,5,2,0,347,84,1446.25
24,1,188,49,3,0,2,202,46,1550.0
28,0,170,85,4,0,0,298,25,1772.5
25,0,172,66,1,0,0,299,56,1610.0
23,1,178,85,3,0,1,141,37,1852.5
26,0,163,67,2,0,0,246,44,1558.75
22,1,175,51,2,0,2,165,23,1498.75
20,1,154,67,4,0,1,292,73,1537.5
20,0,180,88,3,2,2,397,42,1505.0
18,0,174,69,5,2,2,137,47,1287.5
29,1,180,71,3,0,2,240,61,1695.0
25,0,169,85,4,2,0,205,36,1381.25
19,1,166,50,5,0,0,251,43,1447.5
20,1,151,78,5,2,0,137,48,1228.75
25,1,174,53,2,1,0,196,56,1297.5
25,0,162,93,3,0,1,207,66,1817.5
28,1,188,77,5,1,0,218,61,1610.0
21,0,177,50,4,0,1,250,88,1501.25
21,0,155,81,2,0,2,173,65,1673.75
22,0,152,75,5,1,1,156,59,1390.0
23,0,184,78,3,1,0,351,89,1615.0
22,1,167,85,2,1,1,391,48,1588.75
24,0,160,73,3,0,0,354,35,1610.0
19,1,169,58,3,1,0,353,27,1346.25
24,1,154,80,3,1,1,358,68,1447.5
27,0,168,80,2,2,1,369,39,1315.0
24,1,171,59,5,2,2,133,35,1143.75
18,1,168,52,1,1,2,337,15,1285.0
24,0,165,70,5,1,2,278,72,1411.25
22,1,173,80,2,1,2,203,83,1576.25
20,1,153,92,1,1,2,128,85,1581.25
20,1,164,65,1,2,1,326,27,1180.0
21,1,174,72,1,0,2,331,66,1707.5
29,0,184,48,4,1,1,216,37,1285.0
19,1,163,60,2,1,2,306,35,1328.75
19,1,168,66,4,2,0,284,20,1220.0
18,1,187,56,1,1,2,237,34,1443.75
22,1,185,60,4,1,0,263,54,1451.25
21,0,156,84,4,2,1,174,23,1310.0
28,1,179,82,2,1,2,332,64,1603.75
27,0,168,86,3,1,1,383,42,1575.0
19,1,174,81,4,2,2,354,25,1407.5
20,0,165,73,4,0,1,108,89,1661.25
24,0,189,62,1,1,2,302,70,1481.25
24,0,157,54,1,1,2,190,49,1201.25
29,0,167,86,1,0,0,249,39,1758.75
21,0,177,83,5,2,1,275,33,1431.25
22,1,165,62,4,0,1,132,45,1546.25
22,1,168,45,1,1,1,283,64,1195.0
23,1,166,83,2,0,1,256,77,1757.5
26,0,162,65,5,2,1,152,61,1132.5
19,1,156,45,3,1,0,395,15,1135.0
22,0,176,59,4,2,2,301,72,1180.0
29,0,159,48,4,2,0,373,24,928.75
20,1,183,64,2,0,1,274,22,1688.75
21,1,185,54,3,0,1,343,40,1596.25
27,0,174,67,3,2,2,368,48,1222.5
23,0,155,85,5,2,0,173,33,1303.75
29,1,173,78,4,1,2,195,86,1521.25
25,1,167,90,1,2,2,272,15,1423.75
18,1,172,92,2,2,0,254,62,1510.0
27,1,155,77,2,0,2,282,39,1608.75
25,0,178,78,2,2,0,388,38,1367.5
28,1,174,83,2,2,0,357,61,1382.5
24,1,166,54,1,0,1,174,83,1462.5
18,1,173,64,1,1,2,273,81,1436.25
19,0,160,45,5,0,1,330,46,1355.0
20,0,175,57,4,0,2,346,31,1563.75
18,0,183,45,1,2,2,260,75,1103.75
26,0,177,49,5,2,1,285,83,1066.25
25,1,152,60,3,1,1,242,25,1230.0
19,0,160,59,4,2,1,381,52,1095.0
26,1,187,93,1,1,0,227,82,1773.75
24,1,163,72,3,1,2,265,33,1423.75
26,1,175,75,5,1,0,126,31,1518.75
23,1,170,67,1,1,2,345,27,1422.5
23,0,188,92,1,2,2,234,15,1580.0
28,0,179,89,3,0,0,301,16,1868.75
21,0,157,87,1,0,0,120,80,1746.25
27,1,169,61,2,2,2,178,82,1136.25
27,1,181,93,1,2,1,257,30,1531.25
19,1,171,78,4,1,1,193,18,1558.75
24,1,156,57,3,2,1,107,71,1030.0
22,1,158,58,4,0,1,358,87,1462.5
28,0,150,55,5,2,2,154,37,947.5
23,1,178,72,4,2,1,135,16,1322.5
19,0,157,86,2,1,1,105,81,1546.25
22,1,153,76,2,1,1,141,40,1411.25
27,1,184,79,4,1,2,149,21,1610.0
21,0,152,75,5,1,0,211,58,1395.0
26,0,189,61,1,0,1,245,47,1661.25
23,1,156,91,2,2,2,329,78,1375.0
19,1,176,53,4,2,2,310,50,1140.0
18,1,150,54,4,1,1,129,18,1192.5
22,1,176,52,4,0,0,394,37,1515.0
26,0,165,65,1,0,0,215,39,1551.25
23,1,187,57,3,2,0,325,88,1228.75
27,0,156,94,5,1,2,158,41,1580.0
29,1,172,49,3,2,1,175,65,1025.0
24,0,160,50,5,2,1,315,83,980.0
22,0,182,74,5,0,2,231,37,1767.5
27,1,185,75,4,0,1,180,23,1776.25
23,0,186,61,2,2,1,166,47,1257.5
22,1,166,55,4,1,0,329,49,1282.5
28,0,184,64,1,1,1,376,64,1450.0
26,1,154,92,5,2,1,171,38,1357.5
23,0,181,53,2,2,2,308,38,1146.25
28,1,152,46,5,1,2,371,33,1075.0
25,1,184,81,5,1,0,243,53,1640.0
19,0,163,45,4,1,2,350,75,1173.75
29,0,180,48,2,2,0,383,39,1060.0
26,0,180,80,2,0,0,278,39,1795.0
22,0,166,69,5,1,1,179,41,1417.5
24,1,173,47,2,1,0,156,46,1236.25
27,0,172,53,2,1,1,273,25,1270.0
18,1,167,66,4,2,0,337,83,1218.75
27,0,163,67,3,0,2,265,47,1553.75
22,1,164,56,1,0,2,183,33,1480.0
29,1,164,54,3,1,2,147,30,1225.0
27,1,155,78,2,2,0,226,25,1218.75
19,1,176,87,5,0,0,268,89,1880.0
29,0,164,54,1,2,1,166,88,1020.0
23,0,185,74,1,0,1,293,83,1781.25
28,1,157,66,5,1,1,254,69,1306.25
18,0,164,50,1,2,1,259,39,1035.0
20,0,152,94,5,1,0,283,48,1590.0
22,1,162,46,1,0,0,365,26,1367.5
21,0,183,74,3,0,1,267,35,1778.75
20,0,173,46,1,1,0,244,43,1241.25
27,0,189,76,4,0,0,285,65,1806.25
22,1,181,86,5,1,0,361,37,1686.25
28,0,181,60,1,1,0,373,47,1391.25
25,1,179,56,5,1,1,322,22,1358.75
28,0,162,45,4,0,1,141,56,1322.5
21,0,150,52,1,2,0,103,83,952.5
18,0,183,92,1,1,2,375,55,1773.75
28,1,164,94,4,2,1,383,88,1430.0
24,1,163,57,4,0,1,292,77,1473.75
25,0,178,59,4,0,2,203,28,1577.5
20,1,183,88,5,2,1,346,76,1528.75
23,0,167,52,4,1,2,399,89,1248.75
19,1,156,54,5,0,2,122,60,1425.0
24,1,178,90,3,1,0,112,81,1697.5
25,0,180,49,1,1,1,243,67,1290.0
23,0,174,94,1,2,2,317,66,1512.5
23,0,187,63,2,0,0,282,21,1683.75
22,0,163,91,3,2,1,341,68,1418.75
25,1,157,82,4,0,0,292,25,1681.25
18,1,176,55,4,2,0,371,39,1165.0
27,1,151,87,3,0,2,264,73,1683.75
21,0,166,64,4,0,1,279,80,1572.5
21,0,186,64,2,0,0,216,41,1697.5
20,1,163,65,5,1,2,365,72,1373.75
20,0,174,62,1,1,2,137,25,1407.5
21,1,179,94,3,2,0,143,69,1558.75
28,1,178,54,1,2,0,173,33,1117.5
18,1,169,78,5,0,2,325,53,1751.25
28,1,170,70,3,0,0,112,84,1627.5
28,1,171,74,5,1,0,111,25,1473.75
19,0,184,53,4,1,1,149,28,1385.0
26,0,186,90,4,1,2,348,74,1732.5
27,0,165,75,4,2,0,218,50,1246.25
19,1,166,86,5,1,2,156,55,1607.5
22,1,165,48,5,2,1,281,16,1006.25
26,1,151,50,5,1,2,363,71,1118.75
26,1,153,58,1,1,2,205,74,1211.25
25,0,170,48,5,0,2,290,34,1417.5
18,0,188,70,4,2,1,236,36,1385.0
18,1,183,91,2,1,1,287,18,1768.75
26,1,179,92,5,0,2,219,70,1913.75
28,1,155,83,2,2,2,341,72,1263.75
25,0,166,61,4,2,1,171,79,1122.5
27,0,188,63,5,1,0,342,72,1470.0
26,0,174,93,1,2,1,230,44,1487.5
24,1,154,50,1,0,2,368,33,1347.5
20,1,154,73,2,0,0,151,76,1597.5
20,0,169,55,1,2,0,161,82,1106.25
19,1,165,60,1,0,0,218,58,1541.25
22,0,186,74,1,2,1,363,75,1392.5
29,1,189,69,4,0,1,338,35,1731.25
29,0,158,84,1,2,1,354,24,1282.5
20,1,154,55,3,2,1,272,44,1017.5
23,0,151,51,5,2,2,336,38,938.75
19,0,158,70,1,0,0,194,62,1592.5
29,0,185,66,1,2,2,156,69,1271.25
20,0,171,69,1,2,1,166,66,1258.75
22,0,171,63,3,1,1,145,52,1388.75
29,0,171,75,1,1,2,193,81,1473.75
28,1,183,70,1,2,0,237,22,1308.75
28,1,178,86,5,1,0,192,43,1637.5
18,1,187,85,3,2,1,331,24,1533.75
18,0,182,80,3,1,1,148,83,1647.5
27,0,167,67,1,0,1,122,89,1578.75
26,1,156,91,3,0,1,161,82,1760.0
24,0,150,57,2,2,0,366,63,987.5
18,0,182,69,3,2,2,217,72,1337.5
29,0,150,46,3,0,0,187,49,1252.5
25,0,173,46,3,0,2,188,64,1416.25
20,0,153,60,4,1,1,154,54,1256.25
25,1,153,53,4,2,1,252,26,966.25
22,1,167,72,4,0,2,338,30,1658.75
18,1,176,57,3,0,1,364,62,1585.0
24,1,181,79,2,2,0,367,15,1406.25
22,1,182,85,3,1,1,212,79,1682.5
23,0,177,57,1,1,1,265,36,1361.25
23,0,185,75,2,1,1,255,29,1591.25
25,0,155,65,4,1,1,107,81,1293.75
26,0,165,76,5,0,0,301,28,1661.25
19,1,183,78,2,2,2,316,87,1433.75
26,1,172,52,4,2,1,391,33,1070.0
29,1,173,85,2,0,1,149,54,1791.25
28,0,162,92,2,0,0,206,18,1792.5
27,1,167,46,3,0,0,108,47,1373.75
26,0,162,82,1,2,0,332,57,1302.5
27,1,186,76,5,2,1,287,51,1392.5
27,1,188,84,4,2,2,209,80,1485.0
24,0,166,72,2,1,0,244,41,1437.5
18,0,164,81,5,0,0,327,59,1745.0
24,1,167,85,2,0,0,213,64,1778.75
27,1,172,45,1,0,2,162,77,1395.0
22,0,179,85,5,2,1,374,20,1458.75
23,1,183,54,4,0,1,223,81,1573.75
27,1,153,48,2,0,1,185,81,1306.25
24,0,152,79,1,1,0,169,73,1420.0
22,1,156,54,5,2,1,146,27,1010.0
24,0,167,91,2,0,0,298,35,1833.75
26,1,156,55,2,2,2,300,78,1000.0
20,0,189,58,4,2,2,375,51,1261.25
25,1,155,82,1,2,1,136,62,1268.75
19,0,171,56,3,1,0,302,70,1333.75
28,1,150,89,2,2,0,229,58,1292.5
24,0,153,61,5,2,1,391,27,1046.25
19,1,178,60,4,2,2,163,18,1222.5
21,1,170,79,4,0,2,362,87,1752.5
24,1,175,46,2,1,2,219,47,1238.75
20,1,163,55,2,0,2,377,51,1473.75
19,1,158,85,2,1,2,301,67,1547.5
28,1,161,47,3,1,1,145,38,1141.25
27,1,155,73,2,2,1,267,65,1168.75
24,1,169,62,1,2,1,209,55,1161.25
18,1,173,64,5,0,2,145,43,1636.25
25,0,176,91,2,1,2,311,73,1685.0
20,0,187,58,3,2,1,127,54,1248.75
29,1,157,78,5,2,1,186,65,1221.25
29,0,150,93,4,2,2,390,64,1322.5
19,1,173,75,2,2,0,256,50,1341.25
20,1,156,84,5,0,1,364,74,1720.0
22,0,168,86,4,0,2,364,32,1800.0
28,1,171,62,3,2,2,121,34,1153.75
25,1,184,74,1,2,1,355,19,1370.0
27,0,179,69,2,2,0,290,32,1273.75
24,0,178,63,1,2,2,331,54,1222.5
24,1,171,52,3,2,1,285,15,1073.75
29,0,160,72,5,1,2,282,33,1375.0
24,0,169,52,5,1,2,301,40,1256.25
25,1,178,75,3,1,2,164,43,1542.5
18,0,183,47,3,1,2,142,73,1323.75
21,0,150,47,2,2,0,320,77,902.5
23,1,180,88,4,1,1,116,76,1695.0
26,0,179,66,1,1,1,384,62,1448.75
19,0,167,61,1,0,1,282,76,1558.75
18,1,166,80,5,1,1,143,32,1552.5
27,1,187,61,5,1,1,287,80,1448.75
29,1,163,58,2,2,0,362,41,1058.75
19,0,172,53,3,1,2,273,20,1310.0
24,1,174,74,1,1,2,153,84,1512.5
20,1,164,65,2,2,1,319,73,1180.0
27,0,171,56,5,1,2,145,20,1293.75
19,1,152,81,5,2,2,359,45,1270.0
28,1,168,76,1,1,2,294,70,1475.0
24,1,183,55,5,0,1,160,68,1578.75
19,1,184,64,5,0,1,265,55,1700.0
20,0,150,79,4,1,0,259,32,1427.5
28,1,170,91,3,0,1,250,37,1837.5
24,1,178,90,5,2,0,210,50,1497.5
21,0,155,55,4,1,1,136,39,1213.75
18,1,186,52,2,2,2,102,21,1197.5
22,0,150,48,5,0,0,112,34,1307.5
29,0,150,71,2,2,0,261,19,1102.5
26,0,176,88,5,0,0,363,32,1850.0
25,1,170,84,1,0,1,182,47,1782.5
29,0,165,82,4,0,0,364,49,1706.25
26,0,189,91,4,2,1,318,79,1561.25
27,0,175,74,1,0,0,245,77,1698.75
26,1,165,88,3,1,1,397,86,1586.25
24,1,177,92,4,0,0,396,85,1911.25
21,1,150,92,2,1,2,260,55,1557.5
22,1,185,71,4,1,2,328,64,1561.25
18,1,159,65,3,1,0,333,44,1358.75
18,1,166,64,2,1,1,188,52,1392.5
20,1,172,48,2,2,1,314,49,1060.0
25,0,156,55,1,1,1,196,80,1200.0
19,0,156,57,5,0,2,312,60,1450.0
21,0,164,53,1,1,2,199,22,1250.0
19,0,183,48,5,0,2,244,82,1528.75
22,1,153,56,1,2,1,109,51,1011.25
26,0,163,53,5,1,1,143,27,1218.75
18,0,163,57,4,0,1,350,87,1498.75
22,0,165,92,2,2,0,326,59,1441.25
26,0,156,70,5,2,0,348,43,1145.0
18,1,181,82,4,0,0,268,55,1866.25
26,1,168,86,3,1,2,229,70,1585.0
25,1,151,57,1,2,2,118,30,993.75
21,0,159,83,3,0,1,334,26,1718.75
29,1,166,72,4,1,0,100,80,1417.5
28,0,186,63,3,2,1,229,76,1252.5
27,1,161,68,3,0,0,126,33,1556.25
22,1,155,63,4,2,0,101,44,1093.75
22,1,171,93,2,2,1,349,30,1493.75
28,1,181,57,5,0,1,321,27,1566.25
29,1,169,57,1,2,0,237,83,1086.25
23,0,150,72,5,0,0,374,37,1542.5
24,1,155,46,1,1,2,240,76,1113.75
25,0,168,54,5,0,1,355,45,1465.0
25,0,167,66,3,1,1,194,67,1378.75
28,0,155,57,2,2,1,272,31,998.75
19,0,182,53,3,0,1,156,63,1572.5
26,0,172,77,2,0,0,201,63,1715.0
24,1,172,58,4,0,2,268,81,1540.0
21,1,175,92,1,0,1,169,40,1913.75
21,1,162,64,1,1,0,148,27,1352.5
28,1,156,59,4,1,0,104,52,1230.0
25,0,164,76,5,2,0,301,36,1260.0
21,1,176,77,4,2,0,301,43,1370.0
23,1,175,61,4,2,0,278,59,1193.75
22,0,182,68,2,2,1,156,60,1307.5
20,0,164,74,4,0,1,285,53,1665.0
27,1,185,57,1,1,2,191,83,1396.25
28,1,176,91,3,1,1,391,82,1675.0
19,0,154,92,2,1,0,326,53,1587.5
26,1,151,60,2,1,2,211,34,1218.75
27,1,182,46,5,2,0,247,82,1067.5
26,1,165,61,3,0,0,368,49,1516.25
18,1,172,76,2,1,1,302,22,1550.0
27,0,187,87,4,0,0,155,66,1903.75
20,0,165,52,2,0,1,284,54,1451.25
25,0,163,47,2,0,0,153,50,1363.75
23,1,178,56,2,0,2,136,20,1562.5
22,1,175,64,5,1,0,310,84,1428.75
22,1,184,60,2,1,1,392,87,1445.0
23,1,164,58,2,1,0,369,30,1295.0
24,1,152,60,5,2,1,319,60,1035.0
18,0,172,93,3,1,1,327,73,1715.0
26,1,178,87,1,2,2,310,52,1457.5
20,1,183,93,5,2,1,397,32,1578.75
21,0,182,77,5,2,2,100,26,1402.5
27,1,172,74,2,1,2,122,68,1485.0
18,0,156,56,2,1,0,383,61,1245.0
28,0,152,59,1,1,2,287,15,1200.0
27,0,181,62,2,2,1,117,29,1216.25
20,0,180,72,4,2,1,148,35,1345.0
19,0,167,67,2,0,2,146,15,1618.75
19,1,156,58,2,2,0,214,81,1065.0
18,0,150,74,4,2,2,138,26,1187.5
25,0,163,77,1,1,2,316,42,1463.75
20,1,181,89,4,0,1,309,53,1926.25
20,1,155,59,5,0,0,361,51,1463.75
23,0,188,51,4,0,0,310,74,1570.0
25,1,159,59,3,1,0,152,45,1263.75
26,1,156,86,5,0,0,380,72,1710.0
26,0,175,90,2,0,1,232,25,1863.75
21,0,183,82,5,1,0,363,43,1658.75
22,1,179,90,1,0,0,394,27,1913.75
19,0,185,88,1,2,0,210,65,1541.25
28,0,170,55,4,2,1,142,68,1072.5
26,1,166,73,5,2,1,337,33,1242.5
25,0,182,75,2,2,0,346,72,1362.5
20,0,159,69,1,2,1,103,50,1183.75
28,0,161,68,2,2,2,272,42,1146.25
29,0,165,63,3,2,0,292,82,1116.25
26,0,181,46,1,2,1,102,17,1061.25
20,1,164,66,4,2,0,377,55,1190.0
26,1,176,64,3,1,0,155,49,1415.0
19,0,177,77,5,1,1,373,64,1581.25
29,1,166,52,2,2,2,275,88,1017.5
27,0,151,69,1,1,0,215,44,1298.75
26,0,185,90,3,1,2,183,86,1726.25
25,0,156,53,3,2,1,258,84,980.0
26,0,162,78,1,2,0,385,68,1262.5
22,0,164,67,5,1,1,179,85,1385.0
28,1,174,49,5,2,1,165,65,1042.5
28,1,172,69,4,2,1,308,42,1230.0
19,0,171,52,5,2,1,109,78,1093.75
25,1,175,60,4,2,0,298,35,1173.75
29,0,182,92,3,1,2,158,41,1712.5
23,1,160,89,1,0,2,333,41,1780.0
25,0,159,59,5,1,0,343,64,1258.75
28,1,174,45,4,0,0,153,43,1402.5
22,0,186,66,3,0,2,108,53,1712.5
27,0,187,47,5,0,2,200,71,1503.75
19,1,173,82,2,1,0,394,51,1611.25
23,1,189,58,3,1,1,302,78,1451.25
22,0,182,80,5,1,0,252,62,1627.5
29,1,166,62,3,1,2,209,36,1317.5
29,0,173,91,1,1,1,365,44,1646.25
22,1,186,85,1,0,2,251,42,1907.5
18,1,151,62,1,1,1,182,37,1278.75
19,0,181,47,2,0,2,233,18,1506.25
25,1,173,54,1,1,1,259,17,1301.25
20,1,158,93,2,1,0,138,75,1622.5
27,0,153,83,1,2,0,275,18,1251.25
20,1,166,91,3,0,1,112,79,1852.5
25,0,166,45,5,1,1,166,26,1162.5
25,0,179,71,5,1,0,347,27,1503.75
19,0,189,71,1,1,0,140,48,1596.25
25,0,160,55,5,2,1,283,73,1025.0
28,0,170,93,1,0,1,134,87,1852.5
18,1,170,49,1,1,0,389,45,1267.5
23,0,167,51,4,1,2,175,85,1238.75
25,0,178,63,4,1,0,169,27,1417.5
20,1,173,73,4,2,1,333,68,1316.25
25,1,159,59,2,1,1,110,16,1263.75
29,1,166,79,4,0,2,382,47,1687.5
18,0,167,91,1,0,0,123,64,1863.75
28,0,169,81,3,0,1,373,21,1726.25
28,0,186,56,4,0,0,126,32,1582.5
26,1,167,74,4,1,1,153,65,1458.75
28,0,166,64,3,2,2,154,22,1137.5
26,1,158,81,1,2,0,332,69,1272.5
22,0,163,47,2,2,0,376,57,978.75
27,1,178,53,4,1,2,219,73,1312.5
21,0,180,85,3,2,1,324,44,1470.0
28,0,153,83,1,0,1,157,73,1646.25
23,0,167,70,5,1,0,354,23,1428.75
29,1,169,46,2,2,2,275,82,976.25
24,1,158,67,3,0,0,153,53,1542.5
22,0,162,67,3,0,0,245,25,1572.5
28,0,164,65,3,1,1,358,16,1335.0
27,0,176,60,4,1,1,251,37,1365.0
26,1,164,53,5,2,1,361,77,1030.0
20,0,177,57,2,2,1,118,36,1176.25
24,0,186,72,1,2,1,270,75,1362.5
27,0,168,71,1,1,2,296,40,1425.0
27,0,175,61,5,2,0,172,26,1168.75
28,1,175,82,3,2,2,184,46,1378.75
22,1,174,80,3,0,0,383,23,1782.5
24,0,175,45,3,0,1,231,83,1423.75
19,0,175,62,3,0,2,219,85,1618.75
21,1,177,53,3,2,0,315,47,1136.25
19,1,167,57,5,1,1,235,38,1323.75
29,0,181,84,4,0,1,215,83,1826.25
24,1,152,89,2,1,2,160,52,1525.0
19,1,151,59,3,2,2,116,25,1043.75
28,0,182,87,4,2,2,133,46,1467.5
18,1,168,88,1,0,1,119,78,1845.0
26,1,166,90,5,1,0,307,86,1612.5
18,0,182,48,4,0,0,261,34,1527.5
25,0,161,77,3,2,2,398,48,1251.25
19,1,152,68,3,1,0,109,56,1340.0
29,0,175,80,3,0,1,193,22,1748.75
25,1,184,85,4,2,0,206,80,1480.0
20,0,157,54,3,0,1,204,35,1421.25
23,1,185,80,4,1,2,170,84,1646.25
20,0,156,64,3,1,0,183,19,1315.0
24,1,185,85,1,1,1,308,81,1691.25
27,1,165,89,1,1,2,358,57,1591.25
26,1,173,88,2,1,2,338,30,1636.25
19,0,150,55,3,0,2,331,87,1392.5
29,0,174,56,3,0,2,381,49,1502.5
29,1,159,62,4,0,0,305,57,1473.75
22,1,165,74,4,0,1,363,53,1666.25
23,0,165,88,3,2,0,284,24,1396.25
21,0,157,92,2,2,1,213,88,1396.25
21,0,178,81,3,0,2,178,34,1817.5
21,0,188,64,4,2,0,149,15,1310.0
19,0,177,69,3,2,2,194,20,1301.25
21,0,155,56,4,1,1,357,67,1223.75
28,1,165,65,3,0,2,161,60,1546.25
18,0,169,69,5,2,0,241,80,1256.25
29,1,165,55,4,2,0,321,52,1041.25
23,0,156,53,2,0,1,210,47,1390.0
18,0,163,94,5,1,1,203,81,1668.75
27,1,175,69,3,0,0,114,49,1653.75
23,1,175,79,4,1,0,369,59,1573.75
18,0,163,76,5,2,0,258,36,1288.75
23,1,156,93,2,1,0,256,82,1595.0
27,1,182,58,4,1,1,126,31,1387.5
25,1,175,45,5,0,0,184,19,1423.75
28,1,169,61,5,2,1,108,71,1131.25
19,0,152,69,5,0,0,375,54,1545.0
19,1,153,52,1,0,0,326,44,1386.25
29,0,175,49,3,2,2,285,56,1038.75
21,0,160,49,4,0,2,178,21,1385.0
28,0,151,85,4,0,0,315,85,1653.75
20,0,163,79,4,1,1,156,33,1508.75
21,1,179,63,5,0,0,243,55,1648.75
29,1,161,67,3,2,2,166,48,1136.25
24,0,175,53,2,0,0,374,36,1503.75
28,0,182,74,4,1,2,204,66,1537.5
18,0,162,94,3,0,0,287,20,1862.5
23,0,163,60,3,0,0,263,88,1503.75
20,1,173,77,1,0,1,366,39,1756.25
28,0,183,46,4,1,2,150,80,1263.75
